,customer_id,age,gender,item_purchased,category,purchase_amount,location,size,color,season,review_rating,subscription_status,discount_applied,previous_purchases,payment_method,frequency_of_purchases
32,3486,50,Female,Scarf,Clothing,61.090225563909776,Massachusetts,XL,Brown,Winter,3.4,False,False,23.0,Debit Card,Fortnightly
33,483,41,Male,Shorts,Accessories,57.76642335766423,Connecticut,M,Yellow,Winter,3.68,True,True,11.0,Venmo,Annually
34,3643,47,Female,Jacket,Clothing,71.0,Arizona,L,Maroon,Summer,4.4,False,False,5.0,PayPal,Annually
35,774,29,Male,Jewelry,Accessories,84.0,California,L,Indigo,Winter,2.6,True,True,14.0,Debit Card,Bi-Weekly
36,2109,54,Male,Shorts,Clothing,46.0,North Dakota,XL,Beige,Winter,4.2,False,False,4.0,Credit Card,Quarterly
37,1298,44,Male,Sunglasses,Footwear,85.0,New Jersey,M,Silver,Summer,4.6,False,True,0.0,Venmo,Annually
38,555,56,Male,Sunglasses,Footwear,47.0,Minnesota,,Red,Summer,3.0,True,True,34.0,Bank Transfer,Weekly
39,1049,30,Male,Handbag,Clothing,56.5,Maine,,Yellow,Fall,2.7,True,True,19.0,Venmo,Fortnightly
40,759,66,Male,Hat,Footwear,71.0,Massachusetts,L,Peach,Summer,4.6,True,True,0.0,Bank Transfer,Every 3 Months
41,2012,57,Male,Sunglasses,Footwear,94.0,West Virginia,M,Beige,Spring,3.7,False,False,4.0,Bank Transfer,Monthly
42,1113,69,Male,Gloves,Clothing,67.0,Washington,XL,Pink,Spring,4.6,False,True,32.0,PayPal,Quarterly
43,1204,40,Male,Jewelry,Footwear,82.0,Minnesota,M,Orange,Winter,3.7,False,True,23.0,Bank Transfer,Annually
44,1540,32,Male,Blouse,Accessories,55.0,Hawaii,M,Turquoise,Spring,5.0,False,True,19.0,Cash,Every 3 Months
45,2079,49,Male,Jacket,Clothing,42.0,Hawaii,M,Blue,Spring,3.2,False,False,0.0,Debit Card,Weekly
46,1999,20,Male,Sunglasses,Clothing,45.0,Vermont,M,Orange,Fall,3.79,False,False,19.0,Cash,Quarterly
47,27,38,Male,Shoes,Accessories,20.0,Nevada,,Red,Spring,3.6,True,True,13.0,Credit Card,Annually
48,2739,50,Female,Skirt,Footwear,81.0,Ohio,M,Charcoal,Summer,4.3,False,False,39.0,Venmo,Every 3 Months
49,2348,37,Male,Sweater,Accessories,64.0,California,S,Gray,Fall,3.8,False,False,46.0,Cash,Every 3 Months
50,3817,29,Female,Sneakers,Outerwear,58.89763779527559,Maryland,M,Silver,Summer,4.3,False,False,0.0,Credit Card,Fortnightly
51,2068,60,Male,Sneakers,Clothing,21.0,Maryland,XL,Beige,Fall,3.1,False,False,23.0,Cash,Fortnightly
52,2692,43,Female,Boots,Clothing,25.0,Nebraska,L,Blue,Winter,3.3,False,False,48.0,Cash,Monthly
53,2968,34,Female,Gloves,Footwear,36.0,Indiana,L,Silver,Summer,3.62,False,False,40.0,Venmo,Annually
54,176,53,Male,Sandals,Outerwear,86.0,Oklahoma,M,Violet,Fall,2.8,True,True,2.0,Bank Transfer,Annually
55,2919,19,Female,Sneakers,Accessories,73.0,New York,,Black,Fall,4.9,False,False,36.0,Cash,Weekly
56,798,42,Male,Boots,Outerwear,60.674418604651166,Maryland,M,Violet,Fall,4.0,True,True,0.0,Debit Card,Weekly
57,3172,68,Female,Blouse,Accessories,26.0,Tennessee,M,Maroon,Spring,3.1,False,False,26.0,Bank Transfer,Bi-Weekly
58,1211,34,Male,Shoes,Accessories,78.0,Missouri,M,Olive,Fall,4.1,False,True,5.0,Cash,Quarterly
59,1736,58,Male,Hoodie,Clothing,34.0,Texas,M,Purple,Winter,3.6,False,False,0.0,Venmo,Annually
60,2772,58,Female,Blouse,Outerwear,52.0,Maryland,S,Beige,Summer,3.1,False,False,12.0,Bank Transfer,Fortnightly
61,578,19,Male,Gloves,Clothing,52.0,Alabama,M,Black,Fall,3.7,True,True,41.0,Venmo,Annually
62,2044,47,Male,Jewelry,Accessories,33.0,New York,M,Charcoal,Summer,2.7,False,False,0.0,PayPal,Weekly
63,630,26,Male,Pants,Footwear,90.0,Vermont,L,Beige,Spring,4.7,True,True,11.0,Debit Card,Annually
64,3662,63,Female,Coat,Footwear,39.0,Kansas,S,White,Winter,3.5,False,False,5.0,Credit Card,Fortnightly
65,3139,47,Female,Shirt,Clothing,95.0,Kentucky,L,Gray,Fall,4.6,False,False,40.0,Cash,Every 3 Months
66,2316,69,Male,Hoodie,Clothing,79.0,Vermont,M,Indigo,Winter,3.5,False,False,0.0,Debit Card,Quarterly
67,2828,20,Female,Shorts,Clothing,96.0,Wisconsin,M,Magenta,Fall,3.1,False,False,11.0,Bank Transfer,Bi-Weekly
68,2354,56,Male,Pants,Accessories,71.0,Montana,M,White,Fall,3.82,False,False,25.0,Debit Card,Every 3 Months
69,2557,24,Male,Blouse,Clothing,88.0,Montana,XL,Magenta,Fall,3.75,False,False,0.0,Bank Transfer,Quarterly
70,2899,23,Female,Belt,Footwear,33.0,New Jersey,XL,Peach,Summer,4.6,False,False,29.0,Credit Card,Annually
71,2960,38,Female,T-shirt,Accessories,28.0,Texas,L,Maroon,Summer,4.7,False,False,9.0,PayPal,Quarterly
72,2708,32,Female,Hat,Accessories,88.0,Nebraska,M,Pink,Fall,4.2,False,False,19.0,Cash,Weekly
73,3140,35,Female,Hoodie,Accessories,85.0,Georgia,M,Olive,Winter,4.4,False,False,4.0,Venmo,Weekly
74,2496,40,Male,Blouse,Accessories,37.0,Nebraska,XL,Orange,Spring,3.75,False,False,34.0,Credit Card,Every 3 Months
75,1981,51,Male,Hat,Footwear,94.0,Iowa,M,Green,Winter,4.4,False,False,0.0,PayPal,Fortnightly
76,3442,64,Female,Hat,Clothing,96.0,Tennessee,XL,Charcoal,Fall,4.1,False,False,15.0,Credit Card,Annually
77,1720,45,Male,Boots,Clothing,39.0,Maryland,M,White,Winter,3.2,False,False,8.0,Venmo,Quarterly
78,1751,31,Male,Jeans,Accessories,62.57943925233645,Missouri,M,White,Fall,3.1,False,False,38.0,Venmo,Every 3 Months
79,893,31,Male,Boots,Clothing,60.674418604651166,New Mexico,L,Gray,Summer,2.7,True,True,43.0,Debit Card,Monthly
80,3287,45,Female,Sweater,Outerwear,67.0,Illinois,M,Pink,Winter,5.0,False,False,4.0,Venmo,Fortnightly
81,124,57,Male,Sweater,Clothing,89.0,Louisiana,L,Brown,Fall,3.1,True,True,46.0,Cash,Weekly
82,1166,51,Male,T-shirt,Clothing,64.0,Wisconsin,M,Silver,Winter,2.9,False,True,21.0,Venmo,Every 3 Months
83,668,34,Male,Jacket,Accessories,76.0,Arizona,S,Blue,Winter,2.6,True,True,32.0,Bank Transfer,Quarterly
84,1488,40,Male,Gloves,Clothing,44.0,Arizona,L,Black,Summer,4.6,False,True,26.0,PayPal,Annually
85,617,29,Male,Sneakers,Accessories,72.0,Pennsylvania,L,Teal,Spring,4.6,True,True,38.0,Credit Card,Every 3 Months
86,3745,24,Female,Handbag,Clothing,51.0,New Jersey,M,Gray,Summer,2.7,False,False,26.0,Bank Transfer,Fortnightly
87,390,27,Male,Belt,Footwear,42.0,Virginia,L,Purple,Spring,4.2,True,True,28.0,Bank Transfer,Monthly
88,2873,63,Female,T-shirt,Accessories,48.0,Connecticut,L,Olive,Fall,2.6,False,False,5.0,Cash,Annually
89,2272,29,Male,Boots,Clothing,60.674418604651166,Alaska,M,Green,Summer,3.4,False,False,49.0,PayPal,Quarterly
90,1410,34,Male,Socks,Accessories,59.9485294117647,Idaho,M,Blue,Spring,4.2,False,True,41.0,Cash,Fortnightly
91,2134,21,Male,Backpack,Accessories,34.0,Maine,M,Olive,Summer,3.8,False,False,13.0,Bank Transfer,Annually
92,1545,30,Male,Jewelry,Accessories,24.0,Arkansas,M,Maroon,Spring,3.9,False,True,17.0,Debit Card,Bi-Weekly
93,1439,58,Male,Jacket,Outerwear,38.0,Washington,M,Cyan,Spring,2.9,False,True,24.0,Debit Card,Monthly
94,2577,20,Male,Dress,Clothing,40.0,New Hampshire,,Silver,Winter,4.2,False,False,19.0,Debit Card,Quarterly
95,1549,69,Male,Jacket,Clothing,59.2962962962963,Maryland,M,Silver,Summer,3.78,False,True,43.0,Bank Transfer,Weekly
96,2310,70,Male,Jewelry,Clothing,63.73856209150327,Connecticut,S,Gold,Fall,5.0,False,False,3.0,Bank Transfer,Quarterly
97,867,67,Male,Sunglasses,Accessories,57.13475177304964,New Mexico,M,Lavender,Summer,2.7,True,True,11.0,PayPal,Bi-Weekly
98,3364,58,Female,Sandals,Clothing,23.0,California,M,Turquoise,Winter,3.0,False,False,46.0,Bank Transfer,Bi-Weekly
99,881,39,Male,Shoes,Accessories,75.0,Nevada,L,Red,Spring,3.1,True,True,25.0,Debit Card,Monthly
100,2812,69,Female,Belt,Outerwear,89.0,Ohio,M,Blue,Fall,3.7,False,False,19.0,Credit Card,Quarterly
101,1152,41,Male,Belt,Clothing,86.0,Ohio,M,Gray,Spring,4.2,False,True,24.0,Credit Card,Weekly
102,3293,62,Female,Dress,Accessories,23.0,Missouri,L,Gray,Spring,4.9,False,False,0.0,Bank Transfer,Fortnightly
103,1209,20,Male,Sweater,Footwear,100.0,Wisconsin,S,Red,Winter,2.9,False,True,8.0,Debit Card,Annually
104,2534,66,Male,Blouse,Accessories,46.0,Pennsylvania,S,Blue,Summer,3.75,False,False,0.0,Cash,Bi-Weekly
105,3825,54,Female,Socks,Clothing,26.0,Georgia,M,Olive,Summer,3.83,False,False,31.0,Credit Card,Quarterly
106,1277,51,Male,Skirt,Footwear,68.0,Wyoming,L,Turquoise,Spring,4.8,False,True,37.0,Bank Transfer,Weekly
107,372,27,Male,Shirt,Footwear,83.0,North Carolina,,Pink,Winter,3.2,True,True,47.0,PayPal,Monthly
108,2938,28,Female,Coat,Accessories,39.0,West Virginia,M,White,Spring,4.3,False,False,15.0,Credit Card,Weekly
109,3037,50,Female,Shirt,Clothing,58.0,Vermont,S,Violet,Spring,4.3,False,False,7.0,Venmo,Fortnightly
110,2244,56,Male,Hat,Clothing,21.0,Massachusetts,M,Teal,Winter,3.7,False,False,13.0,Debit Card,Annually
111,3116,26,Female,Backpack,Accessories,53.0,South Dakota,M,Charcoal,Fall,4.1,False,False,9.0,Bank Transfer,Bi-Weekly
112,2431,20,Male,Coat,Outerwear,100.0,North Dakota,XL,White,Summer,4.3,False,False,42.0,Cash,Quarterly
113,2450,26,Male,Hoodie,Outerwear,59.74626865671642,Alabama,S,Violet,Fall,4.1,False,False,0.0,Venmo,Fortnightly
114,1336,56,Male,Hat,Footwear,49.0,Nevada,M,Lavender,Fall,4.8,False,True,26.0,Credit Card,Weekly
115,574,58,Male,Shirt,Clothing,68.0,California,M,Charcoal,Summer,3.2,True,True,23.0,Credit Card,Bi-Weekly
116,3478,53,Female,Pants,Accessories,85.0,Kentucky,S,Teal,Spring,3.8,False,False,0.0,Debit Card,Bi-Weekly
117,661,50,Male,T-shirt,Outerwear,62.5,Montana,M,Olive,Fall,5.0,True,True,39.0,Credit Card,Quarterly
118,2072,69,Male,Boots,Outerwear,60.674418604651166,South Carolina,M,Yellow,Fall,3.71,False,False,37.0,PayPal,Quarterly
119,2379,26,Male,Skirt,Accessories,71.0,New Hampshire,L,Teal,Summer,2.7,False,False,37.0,PayPal,Bi-Weekly
120,2951,22,Female,Coat,Clothing,91.0,Iowa,S,Maroon,Winter,4.1,False,False,44.0,Debit Card,Every 3 Months
121,405,35,Male,Coat,Clothing,60.00735294117647,Delaware,M,Indigo,Spring,3.94,True,True,11.0,Credit Card,Monthly
122,3750,24,Female,Backpack,Clothing,95.0,Alaska,L,Yellow,Winter,2.9,False,False,38.0,Venmo,Every 3 Months
123,3600,37,Female,Handbag,Accessories,34.0,Kansas,S,Peach,Spring,4.6,False,False,4.0,Cash,Weekly
124,2343,20,Male,Jacket,Clothing,89.0,Tennessee,M,Olive,Fall,4.9,False,False,0.0,Debit Card,Fortnightly
125,2300,64,Male,Shorts,Outerwear,57.0,Idaho,M,Violet,Summer,3.68,False,False,0.0,Credit Card,Every 3 Months
126,1145,41,Male,Sunglasses,Clothing,54.0,South Carolina,S,Indigo,Fall,4.4,False,True,25.0,Bank Transfer,Fortnightly
127,134,52,Male,Sunglasses,Clothing,57.13475177304964,Montana,M,Violet,Winter,2.5,True,True,25.0,Venmo,Annually
128,95,58,Male,Blouse,Clothing,76.0,Nevada,S,Silver,Spring,4.6,True,True,28.0,Credit Card,Weekly
129,3336,44,Female,Sweater,Accessories,94.0,Texas,XL,Cyan,Winter,3.5,False,False,48.0,Bank Transfer,Quarterly
130,1206,52,Male,Shirt,Accessories,99.0,California,M,Olive,Spring,3.5,False,True,38.0,Bank Transfer,Fortnightly
131,2792,43,Female,Sweater,Accessories,60.0,Iowa,M,Yellow,Fall,2.8,False,False,14.0,Venmo,Fortnightly
132,3590,31,Female,Sunglasses,Accessories,57.13475177304964,New Hampshire,M,Blue,Spring,4.8,False,False,38.0,Cash,Every 3 Months
133,805,43,Male,Socks,Footwear,47.0,Mississippi,M,Maroon,Summer,2.6,True,True,28.0,Venmo,Quarterly
134,428,58,Male,Hoodie,Accessories,59.74626865671642,Illinois,L,Black,Winter,3.68,True,True,6.0,Credit Card,Quarterly
135,3491,62,Female,T-shirt,Footwear,82.0,Oregon,M,Violet,Spring,3.6,False,False,43.0,Credit Card,Quarterly
136,2981,70,Female,Shirt,Accessories,93.0,New Jersey,L,Teal,Fall,3.79,False,False,9.0,Bank Transfer,Monthly
137,2453,68,Male,Blouse,Clothing,67.0,New York,L,Purple,Winter,3.75,False,False,45.0,Bank Transfer,Every 3 Months
138,1395,26,Male,Blouse,Outerwear,43.0,Iowa,L,Magenta,Fall,4.7,False,True,39.0,Cash,Weekly
139,2706,65,Female,Sandals,Outerwear,60.52205882352941,Washington,S,Turquoise,Spring,5.0,False,False,1.0,Credit Card,Bi-Weekly
140,1427,60,Male,Pants,Clothing,62.476190476190474,Michigan,M,Yellow,Summer,4.8,False,True,35.0,PayPal,Every 3 Months
141,2378,44,Male,Shirt,Clothing,61.39333333333333,South Dakota,L,Magenta,Fall,4.0,False,False,22.0,Cash,Annually
142,3086,24,Female,Hoodie,Clothing,50.0,Nevada,L,Gray,Winter,2.8,False,False,10.0,Venmo,Every 3 Months
143,2146,38,Male,Scarf,Clothing,73.0,Connecticut,S,White,Winter,4.8,False,False,32.0,PayPal,Annually
144,1726,45,Male,Sweater,Accessories,33.0,Massachusetts,M,Indigo,Spring,3.0,False,False,0.0,Venmo,Quarterly
145,1055,18,Male,Dress,Clothing,96.0,Arkansas,L,Cyan,Winter,4.9,False,True,0.0,PayPal,Quarterly
146,3114,46,Female,Backpack,Clothing,93.0,Nebraska,L,Green,Summer,3.72,False,False,2.0,Debit Card,Weekly
147,686,70,Male,Jeans,Clothing,71.0,Massachusetts,XL,Magenta,Winter,3.5,True,True,32.0,Cash,Fortnightly
148,1707,37,Male,Shoes,Accessories,87.0,North Dakota,M,Brown,Spring,3.0,False,False,25.0,Venmo,Fortnightly
149,815,31,Male,Coat,Clothing,60.00735294117647,Minnesota,M,Pink,Winter,3.94,True,True,8.0,PayPal,Monthly
150,1404,26,Male,Sandals,Accessories,20.0,Georgia,,Peach,Spring,3.6,False,True,20.0,Credit Card,Bi-Weekly
151,1526,29,Male,Socks,Accessories,31.0,Oregon,M,Indigo,Winter,4.6,False,True,22.0,Cash,Fortnightly
152,2771,50,Female,Handbag,Footwear,44.0,Nebraska,S,Blue,Fall,3.3,False,False,22.0,Bank Transfer,Quarterly
153,3829,42,Female,Blouse,Clothing,82.0,Mississippi,M,Charcoal,Spring,3.75,False,False,8.0,Cash,Weekly
154,1512,34,Male,Blouse,Clothing,91.0,Georgia,M,Violet,Winter,3.75,False,True,48.0,Credit Card,Weekly
155,3483,66,Female,Backpack,Accessories,61.0,Hawaii,,Gold,Winter,3.9,False,False,35.0,Debit Card,Weekly
156,3317,42,Female,Backpack,Clothing,60.37301587301587,New Mexico,M,Olive,Summer,3.1,False,False,5.0,Debit Card,Fortnightly
157,2505,56,Male,Jacket,Clothing,94.0,Rhode Island,M,Turquoise,Winter,4.0,False,False,0.0,Cash,Bi-Weekly
158,863,19,Male,Scarf,Outerwear,84.0,Arkansas,M,Charcoal,Winter,4.9,True,True,0.0,PayPal,Fortnightly
159,571,65,Male,Jewelry,Clothing,99.0,Iowa,XL,Purple,Fall,3.78,True,True,20.0,Cash,Annually
160,672,38,Male,Hat,Outerwear,30.0,Iowa,L,Black,Winter,4.7,True,True,45.0,Cash,Weekly
161,170,27,Male,Belt,Outerwear,30.0,Nevada,M,Gold,Summer,3.3,True,True,3.0,PayPal,Every 3 Months
162,419,18,Male,Scarf,Clothing,61.090225563909776,Illinois,L,Purple,Spring,3.0,True,True,0.0,Venmo,Bi-Weekly
163,2143,47,Male,Sweater,Accessories,39.0,North Dakota,M,Maroon,Winter,4.3,False,False,21.0,Venmo,Quarterly
164,2006,18,Male,Sunglasses,Footwear,82.0,Tennessee,M,Cyan,Winter,3.4,False,False,30.0,PayPal,Fortnightly
165,3210,64,Female,Boots,Footwear,31.0,Arkansas,L,Peach,Fall,4.3,False,False,39.0,Debit Card,Annually
166,2007,58,Male,Pants,Accessories,97.0,New Mexico,S,Pink,Fall,4.4,False,False,2.0,Credit Card,Annually
167,597,23,Male,Backpack,Footwear,37.0,Montana,,White,Summer,4.5,True,True,36.0,Venmo,Annually
168,1631,63,Male,Shoes,Footwear,48.0,New Jersey,M,Gold,Summer,2.9,False,True,29.0,Venmo,Every 3 Months
169,677,28,Male,Jacket,Clothing,60.0,Connecticut,M,Peach,Winter,3.78,True,True,38.0,Venmo,Bi-Weekly
170,1158,37,Male,Pants,Accessories,66.0,Maryland,,Charcoal,Fall,4.4,False,True,0.0,Cash,Quarterly
171,724,35,Male,Shirt,Accessories,53.0,Missouri,L,Cyan,Fall,3.5,True,True,0.0,PayPal,Monthly
172,2563,57,Male,Blouse,Clothing,62.0,Arizona,XL,Yellow,Spring,4.7,False,False,27.0,Cash,Fortnightly
173,3097,69,Female,Shoes,Clothing,60.3955223880597,Kansas,L,White,Winter,3.5,False,False,20.0,Bank Transfer,Monthly
174,2999,31,Female,Jacket,Clothing,53.0,Alaska,M,Red,Summer,3.78,False,False,30.0,Debit Card,Quarterly
175,420,53,Male,Shorts,Clothing,57.76642335766423,Utah,S,Teal,Winter,3.5,True,True,0.0,Credit Card,Every 3 Months
176,3179,66,Female,Boots,Footwear,34.0,Washington,L,Beige,Spring,2.7,False,False,28.0,Credit Card,Annually
177,579,69,Male,Gloves,Footwear,90.0,Maine,M,Purple,Fall,4.6,True,True,22.0,Credit Card,Fortnightly
178,3593,61,Female,Sunglasses,Footwear,82.0,New Jersey,L,Lavender,Spring,4.4,False,False,18.0,Venmo,Fortnightly
179,1763,36,Male,Scarf,Footwear,42.0,Idaho,M,Brown,Summer,3.74,False,False,41.0,Bank Transfer,Fortnightly
180,117,55,Male,Shirt,Footwear,86.0,Virginia,S,Blue,Spring,3.79,True,True,0.0,Venmo,Annually
181,3686,47,Female,Blouse,Clothing,42.0,Tennessee,L,Red,Summer,2.6,False,False,17.0,Cash,Bi-Weekly
182,861,26,Male,Coat,Footwear,87.0,South Carolina,M,Maroon,Spring,4.1,True,True,0.0,Cash,Monthly
183,1737,57,Male,Jewelry,Clothing,63.73856209150327,Tennessee,M,Purple,Summer,2.6,False,False,43.0,Cash,Quarterly
184,1719,54,Male,Jewelry,Clothing,96.0,Maryland,L,Pink,Winter,3.4,False,False,14.0,PayPal,Every 3 Months
185,641,53,Male,Jeans,Clothing,88.0,Minnesota,M,Gray,Summer,3.77,True,True,28.0,Debit Card,Fortnightly
186,2689,53,Female,Socks,Accessories,63.0,West Virginia,,Turquoise,Spring,3.83,False,False,0.0,Credit Card,Every 3 Months
187,2867,54,Female,Blouse,Clothing,75.0,Connecticut,,Violet,Summer,3.1,False,False,19.0,Cash,Annually
188,3547,60,Female,Shoes,Accessories,79.0,Kansas,M,Violet,Summer,3.6,False,False,37.0,Bank Transfer,Bi-Weekly
189,80,38,Male,Sneakers,Outerwear,96.0,Iowa,M,Olive,Winter,2.6,True,True,43.0,Bank Transfer,Every 3 Months
190,3732,54,Female,Coat,Accessories,62.0,West Virginia,M,Lavender,Spring,3.1,False,False,45.0,PayPal,Quarterly
191,1979,45,Male,Hoodie,Accessories,78.0,Massachusetts,L,Magenta,Spring,3.8,False,False,1.0,Cash,Quarterly
192,3359,56,Female,Socks,Clothing,59.0,Tennessee,,Magenta,Fall,3.83,False,False,26.0,Cash,Annually
193,1229,55,Male,Pants,Outerwear,55.0,Indiana,S,Yellow,Winter,3.82,False,True,1.0,Cash,Annually
194,3569,29,Female,Sunglasses,Footwear,71.0,Arkansas,M,Purple,Spring,4.8,False,False,0.0,PayPal,Quarterly
195,3117,50,Female,Sweater,Outerwear,66.0,Montana,L,Gray,Spring,3.7,False,False,1.0,Venmo,Weekly
196,1688,67,Male,Dress,Clothing,70.0,Georgia,S,Magenta,Winter,3.7,False,False,4.0,PayPal,Annually
197,3583,23,Female,Blouse,Clothing,55.5974025974026,California,S,Beige,Summer,3.75,False,False,15.0,PayPal,Annually
198,2757,42,Female,Sunglasses,Accessories,23.0,Minnesota,L,Violet,Winter,3.79,False,False,41.0,PayPal,Monthly
199,383,28,Male,Skirt,Clothing,76.0,California,,Peach,Winter,3.2,True,True,47.0,PayPal,Quarterly
200,1150,21,Male,Socks,Accessories,42.0,Georgia,L,Cyan,Spring,3.3,False,True,40.0,Venmo,Annually
201,1975,27,Male,Blouse,Accessories,55.5974025974026,Tennessee,M,Peach,Winter,4.6,False,False,2.0,PayPal,Fortnightly
202,3367,38,Female,Shoes,Accessories,65.0,North Carolina,M,Red,Spring,3.6,False,False,47.0,Debit Card,Quarterly
203,3499,47,Female,T-shirt,Footwear,35.0,Kentucky,M,Lavender,Summer,3.85,False,False,0.0,Bank Transfer,Bi-Weekly
204,2001,26,Male,Skirt,Accessories,27.0,California,M,Lavender,Winter,3.6,False,False,25.0,Cash,Bi-Weekly
205,913,24,Male,Dress,Clothing,56.0,Arkansas,M,Green,Winter,3.4,True,True,32.0,Bank Transfer,Monthly
206,1445,32,Male,Coat,Clothing,36.0,Vermont,L,Pink,Fall,3.8,False,True,26.0,Cash,Quarterly
207,988,62,Male,Dress,Accessories,47.0,West Virginia,M,Charcoal,Summer,2.8,True,True,48.0,PayPal,Weekly
208,2071,56,Male,Blouse,Accessories,88.0,Nebraska,,Red,Spring,3.1,False,False,14.0,Cash,Monthly
209,2712,30,Female,Dress,Accessories,22.0,Nebraska,L,Red,Spring,4.0,False,False,50.0,Venmo,Monthly
210,1690,32,Male,Jacket,Clothing,73.0,North Carolina,L,Turquoise,Winter,4.6,False,False,32.0,Bank Transfer,Monthly
211,710,49,Male,Shirt,Outerwear,61.39333333333333,Massachusetts,L,Charcoal,Summer,4.6,True,True,23.0,Debit Card,Monthly
212,2859,34,Female,Pants,Clothing,87.0,Maryland,L,Teal,Summer,3.8,False,False,46.0,Bank Transfer,Monthly
213,313,38,Male,Handbag,Clothing,89.0,Massachusetts,L,Green,Spring,3.4,True,True,6.0,PayPal,Annually
214,1501,63,Male,Sunglasses,Clothing,69.0,Alabama,L,Maroon,Summer,3.79,False,True,22.0,Debit Card,Monthly
215,929,67,Male,Skirt,Clothing,37.0,Arkansas,XL,Yellow,Winter,3.67,True,True,31.0,Cash,Every 3 Months
216,1342,26,Male,Sandals,Clothing,27.0,Rhode Island,XL,Yellow,Fall,3.62,False,True,0.0,Bank Transfer,Quarterly
